City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
291,sola,-13.8833,167.55,27.66,78,26,3.4,VU,1712658642
292,eureka,40.8021,-124.1637,10.7,91,14,1.34,US,1712658642
293,dunga bunga,29.7493,73.2432,38.49,6,94,2.58,PK,1712658642
294,uetersen,53.6833,9.6667,19.7,83,20,4.63,DE,1712658642
295,mae hong son,19.3003,97.9685,41.08,26,20,0.0,TH,1712658642
296,nova sintra,14.8667,-24.7167,23.28,68,0,6.19,CV,1712658642
297,garissa,-0.4536,39.6401,30.39,61,100,4.38,KE,1712658642
298,port saint john's,-31.6229,29.5448,23.89,72,5,6.66,ZA,1712658643
299,tazovsky,67.4667,78.7,-16.27,91,100,7.1,RU,1712658643
300,remire-montjoly,4.9167,-52.2667,25.02,100,0,1.54,GF,1712658643
301,muroto-misakicho,33.2833,134.15,14.7,65,11,8.16,JP,1712658643
302,ola,59.5833,151.2833,-6.59,87,9,2.21,RU,1712658643
303,santana,-0.0583,-51.1817,25.1,94,75,1.03,BR,1712658643
304,flying fish cove,-10.4217,105.6791,27.82,78,75,2.57,CX,1712658643
305,saudarkrokur,65.7461,-19.6394,0.01,80,100,1.11,IS,1712658643
306,merizo village,13.2658,144.6691,28.31,92,85,6.6,GU,1712658643
307,grand falls-windsor,48.9332,-55.6649,-1.94,84,100,2.24,CA,1712658643
308,galveston,29.3669,-94.9669,23.43,89,40,7.72,US,1712658643
309,iwaki,37.05,140.8833,8.96,82,100,5.55,JP,1712658644
310,choyr,46.3611,108.3611,11.92,41,42,3.41,MN,1712658644
311,matthew town,20.95,-73.6667,23.58,70,75,7.94,BS,1712658644
312,chabahar,25.2919,60.643,27.53,65,45,4.26,IR,1712658644
313,aykhal,66.0,111.5,-4.53,87,100,10.42,RU,1712658644
314,yanamalakuduru,16.4853,80.6675,37.02,28,3,5.66,IN,1712658644
315,ambodifotatra,-16.9833,49.85,26.95,71,33,3.52,MG,1712658644
316,bonoua,5.2741,-3.595,29.79,57,100,3.75,CI,1712658644
317,aasiaat,68.7098,-52.8699,-13.87,98,100,2.67,GL,1712658644
318,mbanza-ngungu,-5.25,14.8667,27.36,68,87,2.09,CD,1712658644
319,trenggalek,-8.05,111.7167,24.43,99,100,1.84,ID,1712658644
320,igarka,67.4667,86.5833,-9.99,89,52,5.36,RU,1712658645
321,general levalle,-34.0147,-63.9241,13.68,91,2,0.6,AR,1712658358
322,san patricio,28.017,-97.5169,24.53,87,100,7.55,US,1712658645
323,dwarka,22.2394,68.9678,28.68,54,6,6.52,IN,1712658645
324,sopo,4.9075,-73.9384,7.01,92,92,1.66,CO,1712658645
325,balabac,7.9868,117.0645,27.73,76,13,3.15,PH,1712658645
326,illizi,26.4833,8.4667,33.89,6,13,2.27,DZ,1712658645
327,hinthada,17.6333,95.4667,41.51,20,0,5.47,MM,1712658645
328,nantucket,41.2835,-70.0995,8.03,82,0,2.06,US,1712658645
329,lujan,-34.5703,-59.105,19.41,96,7,2.17,AR,1712658394
330,ciudad lazaro cardenas,17.9583,-102.2,20.79,78,75,1.34,MX,1712658645
331,hasaki,35.7333,140.8333,12.94,69,100,12.15,JP,1712658645
332,bezenchuk,52.982,49.4333,17.64,44,64,3.64,RU,1712658645
333,hecelchakan,20.1667,-90.1333,24.32,83,7,3.61,MX,1712658646
334,zaragoza,41.6561,-0.8773,13.25,44,20,10.8,ES,1712658449
335,olinda,-8.0089,-34.8553,26.85,83,40,2.57,BR,1712658587
336,baiyin,36.5583,104.2081,5.28,85,100,8.13,CN,1712658646
337,mar del plata,-38.0023,-57.5575,19.49,91,75,8.94,AR,1712658423
338,santarem,-2.4431,-54.7083,24.07,94,100,0.0,BR,1712658646
339,nema,57.5067,50.5011,8.21,81,97,3.24,RU,1712658646
340,karratha,-20.7377,116.8463,23.96,52,89,12.24,AU,1712658646
341,sao joao da barra,-21.6403,-41.0511,24.05,83,96,3.72,BR,1712658646
342,bowen,-20.0167,148.2333,26.05,80,66,3.72,AU,1712658646
343,sao miguel do araguaia,-13.275,-50.1628,24.75,88,96,1.51,BR,1712658646
344,vila do maio,15.1333,-23.2167,23.44,74,0,9.39,CV,1712658646
345,goundam,16.4145,-3.6708,39.41,14,26,2.24,ML,1712658646
346,abeche,13.8292,20.8324,40.01,6,0,0.0,TD,1712658647
347,tukzar,35.9483,66.4213,19.29,33,44,5.42,AF,1712658647
348,kukawa,12.9234,13.5606,35.87,14,74,8.43,NG,1712658647
349,aleg,17.0481,-13.9209,32.41,13,0,6.49,MR,1712658647
350,ancud,-41.8697,-73.8203,5.44,72,0,3.92,CL,1712658647
351,richards bay,-28.783,32.0377,24.52,77,100,5.63,ZA,1712658647
352,sovetskaya gavan',48.9723,140.2878,2.28,59,54,0.73,RU,1712658647
353,kapa'a,22.0752,-159.319,23.18,80,20,7.72,US,1712658647
354,berlin,52.5244,13.4105,27.77,51,0,4.12,DE,1712658417
355,bayanhongor,46.7167,100.1167,4.72,37,83,2.75,MN,1712658647
356,belo sur tsiribihina,-19.7,44.55,31.56,60,11,4.38,MG,1712658648
357,carora,10.1755,-70.0827,24.44,74,100,3.37,VE,1712658648
358,tofol,5.3248,163.0078,27.85,83,100,8.5,FM,1712658648
359,general conesa,-40.1,-64.4333,8.02,49,0,4.03,AR,1712658648
360,nuuk,64.1835,-51.7216,-3.66,80,20,4.12,GL,1712658476
361,prince rupert,54.3161,-130.3201,5.83,85,100,4.63,CA,1712658648
362,ryotsu-minato,38.0833,138.4333,4.15,72,79,1.78,JP,1712658648
363,mhamid,29.82,-5.72,29.95,16,0,13.41,MA,1712658648
364,beyneu,45.3167,55.2,21.32,27,25,4.62,KZ,1712658648
365,queenstown,-31.8976,26.8753,19.03,39,27,7.71,ZA,1712658648
366,coria,39.9879,-6.5377,13.03,45,15,2.16,ES,1712658648
367,siwa oasis,29.2041,25.5195,23.13,31,0,3.74,EG,1712658649
368,acapulco de juarez,16.8634,-99.8901,22.9,88,0,1.03,MX,1712658479
369,kilindoni,-7.9139,39.6668,25.39,89,100,3.6,TZ,1712658649
370,swakopmund,-22.6833,14.5333,19.47,83,36,4.92,NA,1712658649
371,la ronge,55.1001,-105.2842,1.14,86,75,1.54,CA,1712658649
372,anuradhapura,8.3565,80.4173,36.55,24,39,6.58,LK,1712658649
373,antsohihy,-14.8796,47.9875,34.85,46,10,0.22,MG,1712658649
374,luganville,-15.5333,167.1667,26.18,88,51,0.41,VU,1712658649
375,mejit,10.2753,170.8646,26.86,84,96,9.9,MH,1712658649
376,ko pha ngan,9.7578,100.0291,29.38,73,98,5.04,TH,1712658649
377,minas de marcona,-15.2119,-75.1103,16.88,90,100,3.82,PE,1712658649
378,petropavlovsk-kamchatsky,53.0452,158.6483,2.65,82,75,2.0,RU,1712658649
379,gadzhiyevo,69.2551,33.3362,-0.77,97,97,1.65,RU,1712658650
380,cerro azul,21.2,-97.7333,20.89,96,31,1.29,MX,1712658650
381,el quebrachal,-25.2833,-64.0667,22.07,95,100,0.61,AR,1712658650
382,pionki,51.476,21.4499,27.33,45,0,4.63,PL,1712658650
383,berezovyy,51.6667,135.7,-1.23,82,51,2.16,RU,1712658650
384,palikir - national government center,6.9248,158.1611,28.41,79,100,2.57,FM,1712658650
385,naspur,18.8333,79.45,37.08,25,20,2.14,IN,1712658650
386,anloga,5.7947,0.8973,30.01,72,98,4.73,GH,1712658650
387,sur,22.5667,59.5289,31.09,42,6,3.85,OM,1712658650
388,el granada,37.5027,-122.4694,12.3,86,0,0.0,US,1712658498
389,loen,7.7601,168.2307,27.73,84,100,11.03,MH,1712658650
390,huimanguillo,17.85,-93.3833,24.17,75,6,0.43,MX,1712658650
391,temple,31.0982,-97.3428,22.53,97,100,2.57,US,1712658582
392,undurkhaan,47.3194,110.6556,11.41,38,67,2.6,MN,1712658651
393,port lincoln,-34.7333,135.8667,14.61,58,83,5.35,AU,1712658645
394,goiatuba,-18.0125,-49.3547,21.5,79,99,2.55,BR,1712658651
395,bayanaul,50.7889,75.6956,6.58,69,100,7.7,KZ,1712658651
396,pangai,-19.8,-174.35,26.65,84,100,9.14,TO,1712658651
397,leninskoye,41.7589,69.3864,15.87,52,8,1.93,KZ,1712658651
398,itamaraca,-7.7478,-34.8256,27.03,77,67,3.7,BR,1712658651
399,luau,-10.7073,22.2247,24.37,79,100,2.69,AO,1712658651
400,borujen,31.9652,51.2873,17.98,28,76,3.18,IR,1712658651
401,maragogi,-9.0122,-35.2225,27.74,77,87,2.3,BR,1712658651
402,tromso,69.6496,18.957,1.01,93,75,1.03,NO,1712658545
403,usogorsk,63.4106,48.6872,-1.3,83,100,2.31,RU,1712658652
404,pekanbaru,0.5333,101.45,28.18,83,75,7.2,ID,1712658652
405,ad dilam,23.9915,47.1627,30.23,26,92,4.82,SA,1712658652
406,gamba,-2.65,10.0,28.45,78,73,0.68,GA,1712658652
407,cockburn town,21.4612,-71.1419,23.88,59,94,7.52,TC,1712658652
408,tondano,1.3038,124.9112,23.05,97,20,0.83,ID,1712658652
409,santyoku,37.4406,129.1708,6.25,60,5,0.44,KR,1712658652
410,tralee,52.2704,-9.7026,9.14,71,75,5.66,IE,1712658356
411,calingasta,-31.3308,-69.4078,17.97,58,0,2.88,AR,1712658401
412,dubovka,49.0583,44.829,22.53,42,8,3.95,RU,1712658652
413,makhambet,47.6667,51.5833,21.08,34,43,6.16,KZ,1712658652
414,el calafate,-50.3408,-72.2768,2.47,81,20,3.83,AR,1712658486
415,arteche,12.2645,125.4048,25.86,91,83,3.65,PH,1712658653
416,eastham,41.8301,-69.9739,9.53,62,0,1.54,US,1712658542
417,whitehorse,60.7161,-135.0538,-1.57,69,20,4.12,CA,1712658653
418,georgetown,5.4112,100.3354,30.53,81,20,5.14,MY,1712658518
419,summerside,46.3959,-63.7876,1.19,86,41,7.72,CA,1712658653
420,jumla,29.2747,82.1838,14.25,16,79,3.66,NP,1712658653
421,oeiras,-7.0253,-42.1311,24.19,81,62,0.77,BR,1712658514
422,sidney,-33.8679,151.2073,12.97,88,75,8.75,AU,1712658368
423,fort st. john,56.2499,-120.8529,1.94,60,75,6.69,CA,1712658428
424,wewak,-3.5534,143.6268,26.24,90,100,5.05,PG,1712658653
425,kyzyl-suu,42.3414,78.0056,10.67,53,100,1.91,KG,1712658654
426,kununurra,-15.7667,128.7333,25.99,50,29,2.57,AU,1712658654
427,ribeira brava,32.65,-17.0667,18.96,62,13,3.83,PT,1712658654
428,kalisz,51.7611,18.091,25.54,37,18,7.12,PL,1712658654
429,rio gallegos,-51.6226,-69.2181,6.03,70,0,12.86,AR,1712658653
430,ratnagiri,16.9833,73.3,30.1,56,24,6.14,IN,1712658654
431,tongliao,43.6125,122.2653,8.82,16,100,3.21,CN,1712658654
432,barkot,30.8167,78.2,22.25,20,67,2.22,IN,1712658655
433,paoua,7.2427,16.4406,39.09,21,31,2.17,CF,1712658655
434,kitwe,-12.7961,28.2477,27.01,60,96,2.49,ZM,1712658655
435,cooma,-36.2333,149.1333,5.46,81,23,4.78,AU,1712658655
436,namikupa,-10.8333,39.6,30.39,62,63,1.38,TZ,1712658655
437,kolonia town,6.964,158.206,29.0,79,100,2.57,FM,1712658655
438,boone,39.0334,-92.3335,13.47,74,85,3.08,US,1712658655
439,fisterra,42.9049,-9.2629,13.75,63,64,1.65,ES,1712658655
440,alice springs,-23.7,133.8833,20.12,41,13,4.12,AU,1712658655
441,katiola,8.1333,-5.1,26.35,50,95,3.62,CI,1712658656
442,miandrivazo,-19.5167,45.4667,34.38,45,13,3.26,MG,1712658656
443,mahibadhoo,3.7833,72.9667,29.63,71,81,3.33,MV,1712658656
444,pisco,-13.7,-76.2167,21.03,83,100,1.54,PE,1712658656
445,sitka,57.0531,-135.33,2.94,87,100,3.09,US,1712658656
446,obo,5.3998,26.4869,33.7,36,81,1.99,CF,1712658656
447,chernyshevskiy,63.0128,112.4714,-4.76,87,82,3.39,RU,1712658656
448,komsomolets,53.7453,62.0708,11.37,63,53,6.06,KZ,1712658656
449,port douglas,-16.4833,145.4667,26.78,81,83,1.32,AU,1712658656
450,iquique,-20.2208,-70.1431,20.02,83,84,3.07,CL,1712658436
451,keflavik,64.0049,-22.5624,1.95,75,75,5.66,IS,1712658656
452,jayapura,-2.5333,140.7,25.66,94,100,3.06,ID,1712658657
453,monte santo,-10.4378,-39.3328,23.46,84,68,2.09,BR,1712658657
454,mangrol,21.1167,70.1167,28.54,62,0,9.14,IN,1712658657
455,taghazout,30.5426,-9.7112,21.43,51,0,2.67,MA,1712658657
456,mukalla,14.5425,49.1242,28.95,62,58,4.64,YE,1712658657
457,sinabang,2.4803,96.3801,28.23,81,100,2.97,ID,1712658657
458,poquoson,37.1224,-76.3458,16.03,71,0,6.17,US,1712658657
459,sotouboua,8.5667,0.9833,31.86,49,100,0.62,TG,1712658657
460,peniche,39.3558,-9.3811,16.83,62,57,7.17,PT,1712658657
461,dudinka,69.4058,86.1778,-16.29,92,11,4.02,RU,1712658657
462,saint-joseph,-21.3667,55.6167,28.21,76,25,3.78,RE,1712658657
463,valka,57.7752,26.0101,18.36,67,89,1.78,LV,1712658657
464,vuktyl,63.8567,57.3094,-6.61,69,46,4.02,RU,1712658658
465,sumenep,-7.0167,113.8667,27.24,78,15,2.1,ID,1712658658
466,kruisfontein,-34.0033,24.7314,16.6,98,100,10.97,ZA,1712658658
467,dumka,24.2667,87.25,38.15,8,63,4.13,IN,1712658658
468,sao felix do xingu,-6.6447,-51.995,23.72,97,99,0.71,BR,1712658658
469,bousso,10.4795,16.7117,39.68,22,60,2.74,TD,1712658658
470,broken hill,-31.95,141.4333,14.99,39,0,6.23,AU,1712658658
471,makokou,0.5738,12.8642,31.89,56,71,0.25,GA,1712658658
472,jinchang,38.4953,102.1739,12.69,31,98,1.8,CN,1712658658
473,zdvinsk,54.7021,78.661,5.74,78,82,5.6,RU,1712658658
474,hami,42.8,93.45,23.5,12,0,3.42,CN,1712658658
475,sayan,-11.1361,-77.1933,21.97,82,38,0.47,PE,1712658658
476,pacific grove,36.6177,-121.9166,12.88,90,0,2.57,US,1712658658
477,tahe,52.3333,124.7333,3.69,72,98,2.03,CN,1712658659
478,kirensk,57.7853,108.1119,-1.13,76,95,1.79,RU,1712658659
479,ubari,26.5921,12.7805,30.11,8,100,5.58,LY,1712658659
480,amboasary,-25.0333,46.3833,32.8,48,80,1.82,MG,1712658659
481,yen vinh,18.6667,105.6667,22.62,92,100,4.48,VN,1712658542
482,batticaloa,7.7102,81.6924,29.41,65,100,4.4,LK,1712658659
483,cabedelo,-6.9811,-34.8339,27.37,83,91,4.24,BR,1712658659
484,san carlos,9.6612,-68.5827,26.34,63,100,1.41,VE,1712658659
485,newnham,-41.3833,147.1333,10.53,66,81,4.12,AU,1712658659
486,swinoujscie,53.9105,14.2471,25.66,64,0,5.66,PL,1712658659
487,kirakira,-10.4544,161.9205,27.41,88,60,2.97,SB,1712658659
488,buka,40.8108,69.1986,16.76,53,86,2.4,UZ,1712658660
489,langepas,61.2544,75.2124,-3.65,77,95,4.91,RU,1712658660
490,kabinda,-6.1333,24.4833,29.04,58,99,0.71,CD,1712658660
491,pemangkat,1.1667,108.9667,27.88,83,100,3.7,ID,1712658660
492,ha'il,27.5219,41.6907,29.01,13,0,6.17,SA,1712658660
493,moranbah,-22.0016,148.0466,24.94,34,24,4.38,AU,1712658660
494,vila velha,-20.3297,-40.2925,24.97,87,20,1.54,BR,1712658660
495,inari,68.906,27.0288,2.11,100,100,1.32,FI,1712658660
496,susanville,40.4163,-120.653,-0.09,85,0,2.57,US,1712658660
497,greenville,35.6127,-77.3663,14.02,86,0,2.06,US,1712658438
498,withernsea,53.7311,0.0335,11.17,90,100,6.3,GB,1712658661
499,raduzhnyy,62.0961,77.475,-5.49,79,77,5.61,RU,1712658661
500,tyukhtet,56.5389,89.3011,9.38,87,100,4.47,RU,1712658661
501,cabinda,-5.55,12.2,29.42,73,48,2.59,AO,1712658661
502,taltal,-25.4,-70.4833,16.55,83,9,1.31,CL,1712658661
503,suances,43.4334,-4.0434,14.5,61,75,9.77,ES,1712658661
504,bintulu,3.1667,113.0333,31.23,79,20,2.57,MY,1712658661
505,cruzeiro do sul,-29.5128,-51.9853,23.62,95,16,0.81,BR,1712658661
506,taroa,8.7058,171.2275,27.39,84,100,9.91,MH,1712658661
507,amarwara,22.3,79.1667,20.89,78,45,2.32,IN,1712658661
508,along,28.1667,94.7667,18.54,86,89,2.1,IN,1712658662
509,ariquemes,-9.9133,-63.0408,23.01,98,98,0.54,BR,1712658662
510,vilhena,-12.7406,-60.1458,22.01,95,74,0.98,BR,1712658662
511,teyateyaneng,-29.1472,27.7489,12.79,52,57,7.86,LS,1712658662
512,altay,47.8667,88.1167,8.43,67,100,3.95,CN,1712658662
513,kiunga,-6.1219,141.2906,23.61,97,100,0.49,PG,1712658662
514,hagere hiywet,8.9833,37.85,24.29,45,69,3.03,ET,1712658662
515,kas,36.2018,29.6377,18.99,52,62,0.3,TR,1712658662
516,cill airne,52.05,-9.5167,9.03,71,75,5.66,IE,1712658662
517,uruacu,-14.5247,-49.1408,22.51,94,98,1.02,BR,1712658587
518,mana,5.6592,-53.7767,27.25,77,61,5.03,GF,1712658663
519,novodvinsk,64.4165,40.8122,0.99,100,100,2.3,RU,1712658663
520,smithers,54.7804,-127.1743,-1.82,93,100,0.0,CA,1712658663
521,santa lucia cotzumalguapa,14.3333,-91.0167,26.79,81,92,1.45,GT,1712658663
522,urumqi,43.801,87.6005,23.53,15,0,5.0,CN,1712658663
523,sade,11.3595,10.6732,36.52,24,99,1.26,NG,1712658663
524,baoding,38.8511,115.4903,15.0,36,92,1.8,CN,1712658663
525,viedma,-40.8135,-62.9967,10.24,50,5,5.4,AR,1712658333
526,riberalta,-10.9833,-66.1,25.11,94,40,1.03,BO,1712658663
527,kailua-kona,19.6406,-155.9956,23.98,82,20,4.12,US,1712658472
528,cidreira,-30.1811,-50.2056,21.8,87,7,1.94,BR,1712658664
529,coahuayana de hidalgo,18.7,-103.6583,19.41,63,98,1.22,MX,1712658664
530,kovancilar,38.7214,39.8681,17.48,43,100,1.23,TR,1712658664
531,bruck an der leitha,48.0167,16.7667,25.37,52,0,5.66,AT,1712658664
532,puerto aysen,-45.4,-72.7,0.68,97,67,1.51,CL,1712658549
533,suntar,62.1444,117.6319,-6.65,93,34,1.42,RU,1712658664
534,luderitz,-26.6481,15.1594,22.88,49,0,9.37,NA,1712658664
535,kegeyli shahar,42.7767,59.6078,19.05,28,4,3.78,UZ,1712658664
536,black river,18.0264,-77.8487,23.96,84,56,2.38,JM,1712658664
537,manicore,-5.8092,-61.3003,23.56,98,99,0.65,BR,1712658664
538,sao vicente,-23.9631,-46.3919,27.77,59,40,1.03,BR,1712658623
539,kerikeri,-35.2268,173.9474,19.39,92,66,3.45,NZ,1712658665
540,chauk,20.8833,94.8167,42.22,12,0,5.07,MM,1712658665
541,kuala terengganu,5.3302,103.1408,31.97,74,20,2.57,MY,1712658665
542,tapes,-30.6733,-51.3958,21.51,88,3,1.55,BR,1712658665
543,solwezi,-12.1688,26.3894,25.99,60,89,2.19,ZM,1712658665
544,sanchursk,56.9413,47.2499,10.66,56,100,5.91,RU,1712658665
545,salgueiro,-8.0742,-39.1192,26.02,68,100,2.8,BR,1712658665
546,at taj,24.2049,23.2857,27.47,18,60,3.94,LY,1712658616
547,takoradi,4.8845,-1.7554,31.15,67,100,4.03,GH,1712658665
548,rovaniemi,66.5,25.7167,1.67,100,75,4.12,FI,1712658665
549,dogondoutchi,13.6393,4.0287,38.64,21,98,2.92,NE,1712658665
550,pandan,14.0453,124.1694,26.39,82,77,3.59,PH,1712658665
551,cadale,2.7603,46.3222,30.96,65,84,5.19,SO,1712658666
552,arroio grande,-32.2375,-53.0869,19.07,91,12,1.84,BR,1712658666
553,orapa,-21.2833,25.3667,30.72,39,10,6.04,BW,1712658666
554,namibe,-15.1961,12.1522,25.3,63,44,4.02,AO,1712658666
555,moundou,8.5667,16.0833,37.78,26,83,1.45,TD,1712658666
556,sterling,39.0062,-77.4286,12.72,78,40,0.0,US,1712658544
557,rio preto da eva,-2.6994,-59.6997,23.87,97,100,1.03,BR,1712658666
558,hoopeston,40.4673,-87.6684,13.89,61,100,4.22,US,1712658666
559,mkuranga,-7.118,39.2078,26.55,96,100,3.12,TZ,1712658666
560,laojunmiao,39.8333,97.7333,13.01,11,87,6.03,CN,1712658666
561,la paz,-16.5,-68.15,8.65,77,75,1.03,BO,1712658609
562,bridgetown,13.1,-59.6167,26.27,83,20,3.6,BB,1712658515
563,betio village,1.358,172.9211,28.02,83,90,6.67,KI,1712658667
564,nova vicosa,-17.8919,-39.3719,27.43,71,100,1.31,BR,1712658667
565,kooringal,-35.1428,147.3771,13.62,73,12,0.45,AU,1712658667
566,tucuma,-0.1833,-50.05,24.81,95,100,3.62,BR,1712658667
567,nicoya,10.1483,-85.452,25.13,76,100,2.49,CR,1712658667
568,leshan,29.5623,103.7639,16.67,88,100,0.85,CN,1712658667
569,reggane,26.7158,0.1714,38.37,6,8,0.34,DZ,1712658667
570,palma sola,-23.9634,-64.2987,20.44,96,99,0.83,AR,1712658667
571,melekeok village,7.4957,134.6367,27.31,83,75,1.54,PW,1712658667
572,hirara,24.8,125.2833,22.15,68,75,10.29,JP,1712658667
573,adiake,5.2863,-3.304,31.67,61,100,3.93,CI,1712658667
574,mglin,53.0591,32.8475,22.01,41,12,4.71,RU,1712658667
575,champerico,14.3,-91.9167,27.77,77,34,2.89,GT,1712658668
576,cookeville,36.1628,-85.5016,17.44,72,100,0.89,US,1712658476
577,veraval,20.9,70.3667,29.45,59,0,7.89,IN,1712658668
578,awjilah,29.1081,21.2869,23.5,25,0,5.79,LY,1712658668
579,viqueque,-8.8673,126.3658,26.18,88,43,1.17,TL,1712658668
580,svetlyy,54.675,20.1347,24.03,57,40,3.42,RU,1712658668
581,yuzhno-kurilsk,44.0306,145.8556,1.32,98,100,14.45,RU,1712658668
